userName,at,content,score
krishna yogara,2024-04-05 02:17:14,terjadi masalah yah ada sedikit masalah coba beberapa saat lagi f ,2
Neptunus,2024-04-05 07:46:28,membantu tidak membantu sangat tidak membantu ,1
Xo storyes,2024-04-05 13:42:01,kenapa tidak bisa dibuka setiap mau chek jadwal pas dibuka ada tulisan yah ada sedikit maslah kok gitu terus ,2
Ade Irfan Maulana Irfan,2024-04-05 13:47:52,ini apk kok error ya gk bisa d buka,1
Alif Daffa Hernanda,2024-04-06 01:38:20,gausah bikin aplikasi kalo error optimal kan saja dulu web base,1
yunia sulasih,2024-04-06 13:55:08,cek saldo pake nfc lgs nyambung top up pake gopay jg lgs terakumulasi saldonya,4
Ihsan Firdansah,2024-04-07 16:11:54,kalo belum siap buat aplikasi mending jangan buat dulu deh banyak banget bug nya,1
Andi Permana,2024-04-08 09:52:19,apl nya ga bisa di buka,1
Andhika Permana,2024-04-09 04:47:18,aplikasi tolol ga bisa di buka ,1
Maul Lista,2024-04-09 11:53:24,buruk,1
Purple U,2024-04-10 07:51:22,gimn sih kok nggak bisa buat cari stasiun ada tulisan tidak ditemukan terus,1
Qwinxx,2024-04-10 19:12:14,tolong diperbaiki bug atau apapun itu kok pas saya buka apk nya malah disuruh setting waktu padahal waktu di hp saya sudah sangat sesuai dengan wilayah saya,2
Sunhaji,2024-04-11 05:43:59,semua yg berhubungan dengan plat merah udah biasa begini ya mungkin merasa aman karena di backup apbn kalau rugi suntik dana beres jadi masalah pelayanan pelanggan beda kisah aja sih beda cerita sama swasta yg hidupnya benar benar dari konsumen ,1
Audreybellvania Zevanna,2024-04-11 09:23:01,nggak jelas ni aplikasi sungguh sangat mengecewakan,1
Glorius Slash,2024-04-11 09:52:55,top up kartu kmt untung top up nya jumlah kecil kaga masuk pepeq,1
Abu Salman,2024-04-11 21:02:15,apk tdk bisa dipake ,1
Teddy darmansyah,2024-04-12 01:42:19,error bae,1
aris thoivin,2024-04-12 03:20:08,aplikasi tidak bisa dibuka karena kesalahan mohon diperbaiki,1
Agus Hendro,2024-04-12 06:52:57,error setelah di update tambah ga jelas,1
Mistuti Yuniarsih,2024-04-12 12:23:06,udah diupdate lg bukannya bisa kebuka login nya ini malahan eror menuh in aplikasi memori aja jadinya,1
Ruben Albert Panggabean,2024-04-13 01:36:36,wow aplikasinya bagus banget pas aku buka saja disambut dengan sedang ada masalah padahal internet saya lancar loh,1
DEDI HADIANSYAH,2024-04-13 04:40:54,lebih sering gangguan daripada normal,2
Yanu Prasetyo,2024-04-13 06:40:56,eror mulu mau liat posisi kereta ga pernah bisa parah pokoke,1
Deean Wiyoto,2024-04-14 08:41:27,mau top up ko ga bisa dihubungkan ya ,1
Tani Suwandi,2024-04-14 12:49:10,kacau bnr ini aplikasi udh beberapa hari gk bisa dibuka selalu ada popup terjadi kesalahan trs ,1
Kylie Lourenza,2024-04-14 17:34:08,aplikasi nya parah gak bisa masuk sama sekali asal kita klik aplikasi ini ya udh stak berhenti disana dilogo c access aja,1
Han studio,2024-04-15 05:44:52,eror terus gak bisa dibuka,1
khabib abdillah,2024-04-15 10:45:05,aplikasi gak jelas gak bisa di buat cek rute,1
Reza,2024-04-16 00:49:59,ngebug mulu gabisa cek jadwal yah sedikit ada masalah kalo ada masalah ya perbaiki lah aplikasi cacat,1
AN_ Family,2024-04-16 03:04:03,kog ga bisa dibuka yaa,1
deuis safitri,2024-04-16 05:43:27,tadinya udh ok banget tp lama lama pas mau di akses gangguan mulu ah gimana sih,2
Irham Irham,2024-04-16 06:20:06,minta atur waktu terus kalo pun lolos stasiun ga ada pilihannya rating serendah ini kelihatan kalo performa app ga masuk kpi alias ga diperhatikan,1
Ivik Zulkipli,2024-04-17 10:11:46,akses susah di buka eror mulu,1
Keni Angraini,2024-04-17 12:50:48,gabisa terus,1
Karim Subekti,2024-04-17 21:15:17,kenapa aplikasi nya sekarang erorr ya padahal sangat berguna ini,2
Akbar Rohmah,2024-04-17 22:25:52,kaga bisa log in apa sih,1
Dhonny Prihantoro,2024-04-17 22:55:10,sampai sekarang masih error maaf saya uninstall kabari aja kalau sudah ada perbaikan,1
Sri widia Hdyt,2024-04-17 23:08:14,aplikasinya gak berguna banget dahh ,1
Edi Supriyadi,2024-04-18 01:35:40,semoga aplikasi ini akurat,5
Rizal,2024-04-18 03:42:21,kok begini banget ya aplikasinya selalu ada tulisan sedang ada masalah kalo begini lebih mending aplikasi sebelumnya krl access,1
Dwi Setiadi,2024-04-18 04:12:32,gabisa digunakan di redminote pro,3
Puji Raja Bagus Kausar,2024-04-18 06:08:50, menit loading awal buka aplikasi ga muncul lebih cepet versi web untuk lihat jadwal krl tapi sekarang ga bisa yg web nya,1
Agusman Nazifah,2024-04-19 00:49:32,gajelas,1
wandi suharlan,2024-04-19 04:56:56,susah masuk,5
Chairunnisa Siregar,2024-04-19 11:45:14,ini aplikasi kenapa dah tiba gk bisa buka krn settingan jam beda bagusan aplikasi yg lama kl kaya gini mah,1
Septian Zulfa Fuadi,2024-04-20 02:58:33,saat pertama install masih bekerja dengan baik hari ini malah eror dengan keterangan kesalahan setting waktu,2
Risanggalih,2024-04-20 04:11:20,paling nggak beri pengumuman di aplikasi lama kalau aplikasi nya ganti,1
Luddy Giarta,2024-04-20 06:27:10,aplikasi aneh tiba logout mau login kembali dan sudah hapus data selalu f gini amat aplikasi karya putra putri terbaik bangsa wkwk,1
Almira Maulida,2024-04-20 07:59:14,aplikasi sampah tak berguna,1
Fissella jazzvy arphegia tiara,2024-04-20 09:35:02,gabisa di buka sama sekali,1
Bams Bang,2024-04-20 11:09:27,aplikasi sering bermasalah it nya bisa kerja ga ,2
Tri Arisandi,2024-04-20 11:45:46,mendingan app yang dlu yang ini tidak bagus mau cek rute aja susah,1
Enung,2024-04-20 11:47:07,apk tolol gak guna,1
PADLI Drestadyumna,2024-04-20 12:46:35,developerny mending suruh bikin nasi uduk aja daripada bikin aplikasi eror terus ,1
Febrian_Ebi,2024-04-20 14:44:42,aplikasi krl banyak yg gkk jelas buat aplikasinya niat atau gkk sih ,1
Eko Prayogi,2024-04-21 02:18:59,c access bagus berkembang versi sekarang bisa input kmt dengan fitur nfc saran harusnya orang orang awam di kasih tau cara penggunaan seperti tutorial video,5
Mikha Khannaniel,2024-04-21 02:36:53,error mulu perasaan,1
Mo Desta,2024-04-21 21:45:21,baru mau di buka buat lihat jadwal kereta aplikasinya malah gak kebuka hadeeh,1
M Sutan Arif Nur Anwar,2024-04-21 22:33:59,ayolah guys kalau ada aplikasi buatan indonesia tuh didukung jangan hanya penuh dengan kritikan tidak bermutu gunakan bahasa yang santun berikan masukan saran yang terbaik terlepas dari apapun kekurangannya kalau kita tidak kompak mendukung bagaimana bangsa ini maju terimakasih,5
Ayumidenisa A,2024-04-21 22:48:45,baru download aplikasinya alhamdulillah lancar cuma sayangnya ga bisa lihat berapa jumlah gerbong keretanya sayang banget saya lihat dulu utk bbrpa waktu kedepannya kalo ada perbaikan dan ga ada kendala saya perbarui bintangnya ,3
Yoshi Rakhmy,2024-04-22 00:40:54,ga busa dibuka,2
arif gunawan,2024-04-22 00:46:21,kenapa aplikasinya eror terus,1
vnillablue.,2024-04-22 03:06:02,aplikasi rusak dan tidak bisa digunakan dikit dikit error padahal jaringan ga bermasalah tolong diperbaiki min aplikasi nya,1
Ikhsan Maulana,2024-04-22 05:06:35,ga bisa login ga bisa reset password ga bisa bikin akun gimana sih ,1
wahyu lestari,2024-04-22 06:16:22,kok error ya min kirain minta di perbaharui tapi nggak ada notif dan di google store gk ada perintah ,4
JEFRI FERNANDO,2024-04-22 12:16:59,error,1
Annisa Affandi15,2024-04-23 08:04:28,koneksinya masih bagusan yg lama krl acces yg ini mah gembel lemot pula ,1
Wibowo Kesuma,2024-04-23 10:31:26,bapuk lemot gak tepat di menu posisi kereta better krl access,1
Fitri Khoerunnisa,2024-04-23 11:06:17,diperbaiki lagi sering bgt error masih mending aplikasi dulu dibanding ini,1
A I Ridwanudin,2024-04-24 01:13:48,sering ga bisa dibuka,1
Fikri Ahmad Maulana,2024-04-24 03:41:22,bisakah untuk fitur melihat posisi kereta dan jadwal kereta tanpa perlu mengaktifkan lokasi handphone dahulu padahal bisa dibuat lebih mudah dan simpel seperti kai access ,3
DRT,2024-04-24 11:46:45,gak bisa daftar,1
Muhammad Langgeng,2024-04-25 00:04:45,tolong di perbaiki menu posisi krl karena ada beberapa pemberangkatan krl tidak terlacak di menu posisi krl aplikasi c acces ,1
Desi Tri Utami,2024-04-25 14:34:01,aneh nih apk sudah berhasil topup tapi giliran update saldo selalu invalid token jadi hangus saldo gopay mau update canggih tapi apk belum siap ,1
tedy hp,2024-04-28 02:22:43,terlalu dipaksakan belum bisa link ke pembayaran,1
Al Fikri,2024-04-28 11:02:26,aplikasi telek kok iso lo belum siap rilis di up banyak bug akses ke server lemot bgt si padahal udh ada chace sharusnya si ga begitu berat tp ini yaampun ntah gimana programmernya,1
Widy Budi,2024-04-28 12:53:15,sangat membantu cuma di banyakin gerbongnya,5
Debi Anugrah,2024-04-28 15:19:27,tidak berguna,1
luth fi,2024-04-29 00:30:31,suruh sambung gopay nunggu bo otp tdk pernah diulang sdh dicoba di device android dan iphone,1
irawan nurinsan,2024-04-29 07:52:08,tolong dong metode tup up nya bisa pake ovo kan bisa ada beberapa opsional metode top up,5
Yudha Firmansyah,2024-04-29 17:27:24,badddd aplication saldo terpotong tapi gabisa out ,1
Putrisya Nirbaya,2024-04-30 01:22:49,lemoott app nya,1
RedSkins LastWar,2024-04-30 06:46:52,gila aplikasi sesampah ini bahkan sekedar nulis nama stasiun aja ga bisa masa nama stasiun mesti digabung ,1
Putra Pandjaitan,2024-05-01 04:18:04,buat daftarnya ribet segala karakter spesial apalah masih gk kebaca juga,2
Syfa Noer,2024-05-01 21:04:06,baru install apknya makin menarik,4
Adang Heryana,2024-05-02 08:29:40,baik,5
Anang Setiawan,2024-05-03 09:02:31,mau daftar aja ribet bgt,1
Ichaniago Syah,2024-05-03 13:31:13,sering sekali data tidak ditemukan ,1
yoed's &tertainment,2024-05-04 12:12:18,aplikasi krl access sptnya di shutdown tp aplikasi rujukan pengganti juga tidak bisa dipakai padahal sdh daftar by email dan no hp still can not work wake up commuterline ,1
Kang Arif (Mass),2024-05-07 08:12:08,gk bisa pake foto profil malah nyuruh login ulang mulu,1
Widiaoctavia Ningrum,2024-05-08 07:56:33,tlg donk di perbaiki masa lebih sering tidak bisa di gunakan jaringan bagus fitur sudah ok bisa pesan tiket sekalian tapi di perbagus sinyal untuk lihat jadwal dan pesan tiketnya terima kasih,3
ibnu nugraha,2024-05-08 10:53:28,udah paling bener krl aksess ini ganti c aksess jadwal dan posisi kereta terkininya nguawuuuur,1
hinazuki,2024-05-08 11:28:59,aplikasi jauh dari kata optimal kembangkan lagi,1
Sirly Maulida,2024-05-08 11:39:25,kalau ga niat bikin aplikasi ga usah ganti ganti eror terus jadi susah atur waktu naik krl apknya aja ga bener,1
Rindy Helinda,2024-05-08 12:08:22,aplikasi ngelag bisa in ga bisa out ,3
Heri Setiyo Nugroho,2024-05-10 03:55:45,cek jadwal krl mudah dicari lebih praktis dan cepat ,5
Arcilla Khirani lavanya,2024-05-10 03:56:54,tidak bisa di pakai,1
Andreas Yordan,2024-05-12 05:58:50,bagus,5
Sadaya Media,2024-05-12 06:00:49,tolong dong aplikasi nya di perbaiki masa sering logout sendiri capek tiap buka aplikasi harus login terus bahkan kadang kadang susah di buka nya,2
Baban Syam,2024-05-12 07:58:14,apk gajelas ngecek saldo gabisa lol afk aja loh,1
Tatang Suherman,2024-05-15 23:52:06,aplikasi paling sulit buat baca kartu nya sendiri,1
Rebin Achmad sofinudin,2024-05-16 09:50:28,trimakasih untuk mempermudah cek kartu,5
maryono,2024-05-16 23:24:25,warna huruf kurang kontras sulit dibacanya mohon diganti dengan warna lain agar terlihat lebih jelas,5
Muhammad Daffa Umam,2024-05-17 10:46:49,ga bisa cek saldo kartu multi trip,1
Mydhay,2024-05-17 22:21:43,mempermudah apanya hhhaaa apk kocag,1
Suryadin Hakim2,2024-05-18 14:01:07,aplikasi gak guna alhamdulillah udh gw hapus dari ponsel,1
Kahar Udin,2024-05-19 12:07:37,bagus aplikasi ini mantap,5
Rafi Sans,2024-05-19 19:02:28,ga jelas asli awal doang bisa digunain skrg udh sebulanan gk bisa kepake,1
Anggi Abdillah,2024-05-21 01:52:31,aplikasi gak jelas gak akurat mending krl access tapi malah gabisa sekarang,1
Bagas Mahendra,2024-05-21 11:20:46,aplikasi ccd lebih baik aplikasi krl access untuk load data tolong lah pilih vendor software housenya yang bener team dev nya harud di evaluasi lagi ,1
[ARD] Suhardi,2024-05-21 11:36:21,server error berminggu minggu,1
Ashiddiq,2024-05-22 14:51:01,ini aplikasi baru bkn y makin baik malah makin gak jls gak bisa di access lagi ,1
Syifa Nurul,2024-05-22 16:23:13,tidak bisa digunakan tidak berguna,1
Fani Rianda Nur Adianto,2024-05-23 04:35:55,ini aplikasi apa gak jelas,1
Lana Arlan,2024-05-23 09:18:28,mending balik ke versi lama deh,1
ubay dillah,2024-05-24 15:24:15,aplikasi kagak jelas tiap mau daftar ulang atau log in kagak bisa² gagal terus,1
Faizal Fatkhu Rakhman,2024-05-24 17:12:58,mantap,5
Firman Ferdian,2024-05-25 05:09:32,good,5
Muhammad Rudi,2024-05-25 15:59:50,agak lemot payah,1
Randi Purnama,2024-05-26 05:45:45,biar di baca suka eror pas mau cek update saldo mending ga usah pakai mending isi di stasiun dari pada kesel orang buru malah tidak bisa di pakai,5
Antoni Saputra,2024-05-26 11:15:38,bagus untuk mengetahui jadwal dan posisi kereta ,5
Ah Masaa,2024-05-26 22:52:24,aplikasi payah makin kesini makin dipersulit nentuin lokasi stasiun di posisi stasiun aja malah gabisa,1
Rafih Tedhe,2024-05-27 01:41:43,ini aplikasi kenapa dah setiap hari selalu minta login giliran login keterangan selalu password salah giliran udah di ganti password tetep salah juga sistem nya jelek amat buat perusahaan sebesar kai cuih,1
Yogi Setya Adhi,2024-05-27 02:10:20,aplikasi t i,1
Alghozali Rizki,2024-05-27 02:11:13,gajelas mau login aja gabisa,1
Irwan Wiguna,2024-05-27 03:13:53,aplikasi tolol,1
Muhammad Rivai,2024-05-27 03:57:02,tolkng perbaiki saat login udh masuk malah log out terus,2
Avira Khofifah,2024-05-27 05:13:13,gajelas eror eror eror mulu,1
Paryadi Kambari,2024-05-27 06:32:01,pengoperasian mudah dan sangat membantu,5
Ali Hanif,2024-05-27 08:04:05,aplikasi kaga danta pisannn,1
Andri Suryana,2024-05-27 09:36:41,aplikasi nya eror terus,2
Anggi Triwulandari,2024-05-27 09:49:22,apk stress udah login mlh keluar lg suru login lagi ,1
yusuf,2024-05-27 09:52:54,ribet banget nih apk mau tahu jadwal cl doang login berulang ulang ,1
yahya taufani,2024-05-27 11:20:48,tolong di perbaiki masalah bug nya terkadang suka gak bisa login,4
mohammad eric rivaldi,2024-05-27 11:24:47,sering kagak bisa apk nya,1
Muhamad Rizkia,2024-05-27 12:12:56,ampas,1
Kang YAYAN,2024-05-27 13:41:44,aplikasi loading tidak respon belum di rekomendasikan,1
Erlan Kumank,2024-05-27 15:27:38,mending lebih cepat yg lama aplikasinya klo yg ini lama masuknya dan sering tidak dapet kedetek jadwalnya infonya tidak terhubung aneh bin ajaib sekelas kai tolong diperbaiki untuk kedepannya agar tidak mempersulit hanya melihat jadwal atau posisi kereta khususnya krl,1
Anisa pratama,2024-05-27 15:47:43,aplikasi gajelas kendala terus ga berguna,1
Gugun,2024-05-28 01:38:40,kenapa sekarang sudah berhasil login kembali minta login lagi berulang ulang edit udah normal,5
desi moeett,2024-05-28 03:30:30,knp saya klo download aplikasi tidak pernah bisa digunakan,1
Komtung Suci,2024-05-28 04:45:01,jangan suka suka lu lah naro arah senen semua tol stasiun klender sering banget arah lewat pasar senen kalo mau ke kp bandan kan bisa di seling ga harus lewat sneen semua ah koncet koncet,1
bintang zackary,2024-05-28 05:48:48,mau bikin akun ribet banget najis kai gamau kah integrasiin aplikasi buat semua jenis layanan kereta mereka biar bisa beli tiket cek jadwal dan lacak realtime posisi kereta dalam aplikasi,1
ashif muammar,2024-05-28 09:08:59,setelah update gabisa dibuka,1
dy wulan,2024-05-28 09:25:29,aplikasi aneh masa sdh login pas cek kereta malah logout dan terus kayak gitu,1
Ruth Secylia Siallagan,2024-05-28 09:58:27,susah di akses aplikasi gak jelas,1
Erlino Dhea Ramadani,2024-05-28 09:59:28,haduh makin lama makin sering gangguan aja ni aplikasi,2
inderakula,2024-05-28 10:11:39,kalo bisa gak usah pake kartu cukup scan pake hp,3
Dina Nurhidayanti,2024-05-28 10:30:47,aplikasinya lemot padahal kuota masih banyak untuk buka apps lain lancar giliran buka c access susah banget loading mulu mau keluar stasiun jadi susah untungnya ada mas² yg jaga jadi ngetap pake kartu dia tolong di perbaiki lagi kai ,1
Rain Forest,2024-05-28 23:36:58,banyak bug nya selalu masalah,1
reza ramadhani,2024-05-30 07:00:57,fitur udah bagus tapi tolong untuk jadwal kereta di update lagi karena kurang akurat saya jadi sering telat berangkat kerja kalo mengandalkan aplikasi ini terimakasih mohon dibantu banyak yg membutuhkan aplikasi ini,3
Igor gendut,2024-05-31 12:11:58,apk tolol daftar udah berhasil verifikasi udah sukses ga bisa masuk taeee sampah ga guna,1
sandy agustian,2024-05-31 15:57:25,aplikasi guoblok lemot kaga jelas,1
Zaa Zaa,2024-05-31 20:22:09,aplikasi goblokkk,1
Mila Kamila,2024-06-01 01:30:58,banyak bug suka error makin aneh,2
Felix Aim,2024-06-01 07:47:41,aplikasi ga guna kebanyakan erornya bahkan sering ga bisa di buka sama sekali,1
Suryanto Yanto,2024-06-01 07:50:38,apk gak jelas,1
Aniz Jadzy,2024-06-01 07:55:11,loading lama sering banget ada gangguan mending krl access,1
Devri Cristian,2024-06-02 06:53:39,ga bisa isi ulang saldo kmt apkikasi gopay tidak di temukan padahal udah ada aplikasinya,1
Dudi Gustaman,2024-06-02 10:05:53,pelayanan memuaskan jam keberangkatan sesuai jadwal,5
Mohamad Ridwan,2024-06-02 13:46:51,aplikasinya sangat sangat sangat lemot sekali lihat jadwal kereta loadingnya bisa menit ,2
Muh Khozin,2024-06-03 05:37:31,sudah lebih baik,5
Jek Hndsm,2024-06-03 10:25:25,aplikasi dongo menghubungkan ke gopay kaga bisa pin gopay udah bener tombol lanjut nya kaga nongol ,1
Bangun Sukmantara,2024-06-04 13:35:27,stuck di logo,1
Maftuhi Abdul Aziz,2024-06-05 15:57:41,mantap lur,5
Guntur Prasetyo,2024-06-06 09:17:18,aplikasi lemot jadwal kereta tidak sesuai dengan aplikasi,1
Mansyur Maqfud,2024-06-07 06:15:27,keren aplikasinya sangat berguna untuk penumpang ,5
aditya ikbal,2024-06-07 10:44:41,sangat lah lemot untuk cek jadwal kocak apk ga siap dipake,1
Dwi Septiyana,2024-06-09 12:19:09,ribet bgt ya awalnya udh disuruh bikin akun krna ga bisa akses trnyata udh punya akun ttp ga bisa akses ini aplikasi akhirnya gue re install iyaa re instal bukan updated dan baru bisa berfungsi sebagaimana mestinya ,1
Putut Sugiharto,2024-06-11 15:18:21,perbaiki lagi jadwal krl nya,1
Arva 93marc,2024-06-12 20:26:37,aplikasi busuk gak guna transaksi gagal terus tulisannya aplikasi gopay tidak ditemukan emang dongok ini aplikasi bintang aja gak banget kalo ada bintang gua pilih,1
si gabuts,2024-06-13 04:08:57,jadwal gak akurat bangkrut aja karena ngikutin jadwal ini saya di omelin pacar saya habis habisan,1
M Rizky Aditya,2024-06-13 08:31:44,mantap,5
Ayub Herrera,2024-06-13 10:46:47,mau top up gak bisa terus apk aneh,1
Darkxyura Gaming,2024-06-13 13:11:08,gak bida dibuka,1
Hadi N,2024-06-14 11:08:16,apk hanya sebuah hiasan ,1
MR Azmi,2024-06-15 02:08:29,gk bisa top up tolong update dulu insyaaallah tak kasih bintang klo sudah,1
Reihan Hasibuan,2024-06-16 11:15:20,tolong dong dibenerin koneksinya masa iya loding screen aja lemot,3
Ghavien XDZ,2024-06-17 03:44:18,first,5
Bustomi Gaming,2024-06-17 18:20:02,kocak aplikasi gk bisa untuk login atau daftar akun kocak,1
Iqbal Sanjani,2024-06-18 07:12:05,tidak jelas,1
Kresly Sitohang,2024-06-18 08:23:14,aplikasi sering down,3
Yazid Akbar,2024-06-18 14:20:51,mau top up saldo kmt status dah berhasil mau update saldo tapi ga bisa terus update saldonya pas scan kartu kartunya aman ga rusak sama sekali terus pas di mau cek atau update saldo malah lost contact kan sumpah ngeselin amat jadi ga masuk top up nya woi,1
Sani Maelani Putri,2024-06-19 05:02:34,apk gajelas,1
M Alkautsar MDW,2024-06-20 06:41:26,sering error loading lama ga bisa refresh kayanya mendingan krl access dah daripada ini ui ux jelas lebih bagus krl access eh malah di ganti kesini krl access dimatiin kacaw,1
Rizal Oktavianto,2024-06-20 12:50:07,pertama kali top up lancar kedua nya malah jadi sampah kaga bisa sama sekali disuruh log in ulang malah ga bisa kacauu kalo disuruh nilai rating bintang udh jelas no bintang cih,1
Farid Kharisudin,2024-06-22 00:34:13,aplikasi kalo belum siap gausah di iklanin dulu ,1
diah reza,2024-06-22 09:58:42,aplikasi pelayanan publik tolol mau app mau websitenya tolol semua bukannya mempermudah malah bikin bingung karena gak pada nyambung ,1
mega wati,2024-06-22 12:24:09,sering ga bs d akses cuma merah doang udh uninstall dwnload ulang tetep aj ga bs d buka mendingan apk yang sebelumnya deh dr pd ini ,1
Nejar Aviandhy,2024-06-22 22:47:18,lelet,1
Prima Raditia,2024-06-23 09:58:33,bad,1
Veno Oktobrian,2024-06-23 13:08:12,apk gajelas dikit eror lemot kesalahan terlalu ribet,1
Ipan Ahmad Maulana,2024-06-24 05:42:48,jelek banget update saldo di tap x kali dulu biar masuk jelek intinya,1
Juhardi Juhiandi,2024-06-24 07:38:45,jatwal madiun ke surabaya,5
Nur Alfia,2024-06-24 11:44:03,apk apaan mau masuk atau daftar aja susah bgt perbaiki lagi deh,2
Ms Kurniasari,2024-06-24 16:03:40,sampah,1
Fery Yoes Chiel,2024-06-25 16:00:04,halaman promo mending jangan ada diawal app di slide kedua saja dibawah jadwal kereta posisi kereta ganggu juga promo gambarnya ga muncul ,4
Hary Syahputra,2024-06-25 17:37:22,sangat membantu,5
Riri Az,2024-06-26 03:50:32,pelayanan aplikasi yang buruk isi saldo kmt dari gopay sudah berhasil terpotong namun dari aplikasi c accec eror gagal sudah konsultasi ke cs email namun tidak ada solusi disuruh cek secara berkala tanpa ada panduan teknis iseng logout aplikasiya trus coba login lagi cek saldo baru masuk tlong pembuat aplikasi untuk update bugnya terima kasih,1
toto triastanto,2024-06-27 04:36:13,payah pembayaran hanya bisa melalui gopay tidak ada pilihan pembayaran yang lain ,2
Waone Waone,2024-06-27 11:22:54,lemotttt susah coneks nya ,2
Hasan Abdul Fattah,2024-06-27 12:21:30,ampas aplikasinya super lemot,1
Ahmad Al Fatan,2024-06-28 07:57:27,jelek ngk bisa ngecek posisi commuter line di stasiun pilihan yg kita malu ngk kyk dulu ngecek posisi krt hr di stasiun yg sesuai dg lokasi ngk bisa ngecek di stasiun pilihan sendiru,1
Muhammad Deni Deni,2024-06-28 16:28:27,daftar aja susah banget untuk mengatur kata sandi nya ribet amat,3
arief boysz,2024-06-28 22:03:51,hanya bisa kali buat nge cek saldo kmt selebihnya failed mulu kudu hapus data aplikasi baru bisa buat nge cek saldo lg masa tiap nge cek saldo kmt kudu hapus data aplikasi terlebihbl dahulu terus rata² aplikasi pemerintah pada jelek pdahal anggaran dana buat aplikasi sangat byk,1
Putu Krisnawa Dewi,2024-07-01 10:51:29,terlalu sering error aplikasi yang tidak membantu,1
Afifah Zahra,2024-07-01 11:06:01,aplikasi lemot,1
Rifani Oktaviyanti,2024-07-01 11:22:17,makin parah ga bisa d buka,1
abu fuad sariyo,2024-07-02 09:05:56,berbulan bulan mau ngelink ke gopay ga bisa bisa bilangnya account not found hubungi admin katanya suruh hapus chace lah install ulang lah sampai puluhan kali tetap ga bisa ngelink ke gopay waduh developer tolonglah perbaiki ini aplikasi ,1
Aldy Muhammad,2024-07-02 15:39:40,ga realtime selisih waktunya bisa menit lebih,1
Najwanadia 2810,2024-07-02 16:52:27,gak bisa login aneh bgt,2
imam photograph676,2024-07-03 09:15:19,gabisa login malas,1
Ferly Akunk,2024-07-04 00:48:53,ribet dan lelet masih lebih update dulu krl acces,1
Rizki Maulana,2024-07-04 06:54:05,mending aplikasi yg lama,1
QZ Collection,2024-07-04 09:53:43,semakin lama semakin tambah lemot ,1
Rahmawati Ahmad,2024-07-05 02:54:02,rutenya kenapa gabisa dibuka sih sgt² tidak membantu ,1
Fatih Nugroho,2024-07-05 17:11:16,aplikasi ribettttt masukan sandi tetep salah ribettt,1
Andreas Pranata Gultom,2024-07-06 07:28:08,aplikasi bug sekuat apapun internet tetap saja tidak muncul contohnya seperti peta rute krl jadi uinstall aplikasi ,1
Yudit Argantara,2024-07-07 00:55:07,susah banget mau daftar akun,2
Muhamad Suardi,2024-07-07 12:00:18,apk anying kaga jls kaga bisa daftar,1
ROHMAT HIDAYAT,2024-07-07 12:42:50,lemot belom ada perbaikan,1
Aji Yudha,2024-07-07 23:37:29,aplikasi nya kurang bagus lemot bngt sering terjadi gangguan dengan aplikasi ini,3
Ichsan Maa'arif,2024-07-08 00:07:19,too lagging for open the apps,1
Jujun Junaedi,2024-07-08 00:55:48,eror mulu,1
Rina Ayu Panca Rini,2024-07-08 02:03:22,ribett suka gak sesuai maps,1
Steven Christian,2024-07-09 02:42:03,masih bingung gunanya buat aplikasi banyak banyak untuk apa sih mana bukannya yang lancar juga performanya,2
レム GAMING,2024-07-09 14:38:20,gak bisa topup,1
HARIO RAHARDY,2024-07-09 14:44:46,gak pernah di perhatiin nih apknya,1
elsya triani,2024-07-10 00:05:05,tolong perbaiki lagii apk nya sangat lemot sekali mau liat jadwal gangguan mulu,2
Mozaic waltz,2024-07-10 00:09:14,trouble teros pelayanan publik di indonesia gak ada yg bener gak becus bikin aplikasi,1
Agung Maulana,2024-07-10 00:28:56,jelek aplikasi lu mau regist akun aja kaga bisa bisa,1
Budi Utomo,2024-07-10 00:31:11,aplikasi sering banget bermasalah mengenaskan masih bagus aps yg lama ,1
Fanfan,2024-07-10 00:35:49,gangguan mulu,1
Deny Adi Purwanto,2024-07-10 01:07:43,tidak berfungsi buat lihat posisi kereta,1
Bukhori 06,2024-07-10 01:15:25,ini aplikasi sering banget error kgk jelas perbaikilah ,1
Melinda Wahyuningsih,2024-07-10 01:33:22,jangan di download tiketnya tiba² hilang padahal sudah bayar,1
pikry aly,2024-07-10 01:51:09,stuck loading mulu ni apk,1
Angga Syahrul Anam,2024-07-10 02:40:59,aplikasinya aneh gangguan mulu sedangkan jaringan full lancar jaya pas nyoba buat akun pun sama gangguan cuma mau cek rute doang ribet loadingnya lama banget udah nunggu loading pas beres malah gangguan,1
Muhammad Albar,2024-07-10 03:38:57,sering error mohon di perbaiki secepat mungkin,1
Farhan Ramadhan,2024-07-10 03:39:04,udah bener kai acces malah ganti c acces yang tiap hari gangguan haha,1
Ice bong,2024-07-10 03:53:08,susah masuk nya masih bagusan yg lama,1
Arief Setiawan,2024-07-10 04:03:16,gk bisa dibuka,1
Sulaiman,2024-07-10 06:07:36,parah gak update banget jadwalnya harusnya realtime lah ada kendala apapun di hari itu ya kasih push notifikasi jadi ketinggalan menit,2
iyansyah,2024-07-10 09:14:01,lemot tidak bisa di buka,1
rifky aziz,2024-07-10 09:44:37,app gaje mending yg dulu,1
Oka 8,2024-07-10 11:54:30,untuk pencarian jdwal kreta sering eror terimakasih,3
